Elo	Username	W	L	T	Glicko	Rating_Deviation	GXE	Games_Played	Last_update	H2H_Data
1754.7091913741879	PAC-MetaHorns	177	141	0	1745.7	23	72.01	318	Sun Oct 26 2025 16:01:04 GMT+0000 (Coordinated Universal Time)	{"pacllmllama318b":{"w":4,"l":0,"t":0},"pacpcdc":{"w":2,"l":0,"t":0},"pacpcqwen38b":{"w":0,"l":1,"t":0},"pacexp05":{"w":7,"l":5,"t":0},"pacllmqwen314b":{"w":2,"l":0,"t":0},"pacpcmaxpower":{"w":2,"l":0,"t":0},"pacmmminikazam":{"w":9,"l":1,"t":0},"pacpcpokellmon":{"w":1,"l":0,"t":0},"pacbhkaizo9":{"w":5,"l":0,"t":0},"pacbhsswitch9":{"w":3,"l":0,"t":0},"pacpcabyssal":{"w":3,"l":0,"t":0},"pacllmgemma34b":{"w":3,"l":0,"t":0},"pacllmgem25fl":{"w":1,"l":1,"t":0},"pacpcl":{"w":2,"l":0,"t":0},"pacbhpokeenv9":{"w":9,"l":0,"t":0},"pacmmkadabra":{"w":22,"l":15,"t":0},"pacmmsmallg9v29":{"w":18,"l":4,"t":0},"pacbhgrunt9":{"w":4,"l":0,"t":0},"pacmmmystery":{"w":2,"l":12,"t":0},"pacpcgemma34b":{"w":1,"l":0,"t":0},"pacmmalakazamvar":{"w":6,"l":17,"t":0},"pacmmsmallrlg9":{"w":12,"l":1,"t":0},"pacmmvariety":{"w":8,"l":24,"t":0},"pacmmalakazam9":{"w":4,"l":12,"t":0},"pacmmwildcard":{"w":3,"l":10,"t":0},"pacmmabra":{"w":17,"l":6,"t":0},"pacbhgymleader9":{"w":4,"l":0,"t":0},"pacpiploop":{"w":1,"l":2,"t":0},"pacmmalakazam":{"w":11,"l":6,"t":0},"pacaugust":{"w":1,"l":0,"t":0},"pacpaagent":{"w":4,"l":19,"t":0},"pacfoulplay":{"w":0,"l":2,"t":0},"pacllmqwen34b":{"w":1,"l":0,"t":0},"pacllmqwen38b":{"w":1,"l":0,"t":0},"pacbhg1boss9":{"w":1,"l":0,"t":0},"pacq":{"w":2,"l":3,"t":0},"pacllmgem25f":{"w":1,"l":0,"t":0}}
1732.1889785888595	PAC-srsk-1729	171	122	0	1730	23	70.78	293	Sat Oct 25 2025 07:13:45 GMT+0000 (Coordinated Universal Time)	{"pacllmqwen314b":{"w":2,"l":1,"t":0},"pacbhg1boss9":{"w":1,"l":0,"t":0},"pacbhkaizo9":{"w":5,"l":0,"t":0},"pacllmgem25f":{"w":3,"l":0,"t":0},"pacpcmaxpower":{"w":3,"l":0,"t":0},"pacbhgrunt9":{"w":6,"l":3,"t":0},"pachida":{"w":0,"l":1,"t":0},"pacpcqwen34b":{"w":1,"l":0,"t":0},"pacbhpokeenv9":{"w":8,"l":0,"t":0},"pacbhsswitch9":{"w":9,"l":1,"t":0},"pacpcllama318b":{"w":0,"l":1,"t":0},"pacmmsmallrlg9":{"w":13,"l":4,"t":0},"pacbhgymleader9":{"w":4,"l":0,"t":0},"pacllmgemma312b":{"w":3,"l":0,"t":0},"pacmmabra":{"w":18,"l":5,"t":0},"pacmmkadabra":{"w":12,"l":14,"t":0},"pacpaagent":{"w":0,"l":4,"t":0},"pacmmminikazam":{"w":9,"l":5,"t":0},"pacq":{"w":1,"l":3,"t":0},"pacllmgem25fl":{"w":2,"l":0,"t":0},"pacmmsmallg9v29":{"w":10,"l":5,"t":0},"pacmmalakazam9":{"w":5,"l":9,"t":0},"pacmmalakazamvar":{"w":5,"l":9,"t":0},"pacmmvariety":{"w":4,"l":21,"t":0},"pacpcl":{"w":1,"l":0,"t":0},"pacpcpokellmon":{"w":5,"l":0,"t":0},"pacmmalakazam":{"w":12,"l":9,"t":0},"pacpcgemma31b":{"w":1,"l":0,"t":0},"pacini":{"w":2,"l":1,"t":0},"pacmmwildcard":{"w":4,"l":11,"t":0},"pacaugust":{"w":4,"l":0,"t":0},"pacpcdc":{"w":4,"l":0,"t":0},"pacpcabyssal":{"w":2,"l":0,"t":0},"pacfoulplay":{"w":2,"l":2,"t":0},"pacmmmystery":{"w":1,"l":6,"t":0},"pacllmqwen34b":{"w":1,"l":0,"t":0},"pacmmkadabra9":{"w":7,"l":7,"t":0},"pacllmgemma34b":{"w":1,"l":0,"t":0}}
1722.7137659985985	PAC-MM-Variety	3585	2864	2	1759.4	23	73.06	6451	Mon Oct 27 2025 03:59:54 GMT+0000 (Coordinated Universal Time)	{"pacmmsmallg9v29":{"w":260,"l":95,"t":0},"pacbhsswitch9":{"w":50,"l":3,"t":0},"pacmmsmallrlg9":{"w":135,"l":56,"t":0},"pacmmkadabra":{"w":319,"l":203,"t":0},"pacmmwildcard":{"w":204,"l":373,"t":0},"pacllmgptoss":{"w":9,"l":0,"t":0},"pacpcdc":{"w":40,"l":1,"t":0},"pacbhgrunt9":{"w":73,"l":5,"t":0},"pacpcmaxpower":{"w":27,"l":0,"t":0},"pacbhg1boss9":{"w":17,"l":1,"t":0},"pacbhpokeenv9":{"w":47,"l":2,"t":0},"pacbhgymleader9":{"w":34,"l":1,"t":0},"pacllmllama318b":{"w":27,"l":3,"t":0},"pacmmmystery":{"w":194,"l":379,"t":1},"pacllmqwen314b":{"w":6,"l":0,"t":0},"pacq":{"w":226,"l":251,"t":0},"pacpcabyssal":{"w":50,"l":2,"t":0},"pacpaagent":{"w":138,"l":149,"t":0},"pacmmalakazamvar":{"w":319,"l":348,"t":0},"pacpcgemma31b":{"w":11,"l":1,"t":0},"pacllmqwen38b":{"w":7,"l":2,"t":0},"pacllmgemma312b":{"w":28,"l":1,"t":0},"pacmmalakazam9":{"w":226,"l":371,"t":1},"pacmmalakazam":{"w":366,"l":295,"t":0},"pacpcpokellmon":{"w":24,"l":1,"t":0},"pacllmgemma31b":{"w":9,"l":0,"t":0},"pacllmgem25f":{"w":9,"l":0,"t":0},"pacmmabra":{"w":246,"l":73,"t":0},"pacmmminikazam":{"w":131,"l":27,"t":0},"pacbhkaizo9":{"w":30,"l":8,"t":0},"pacpcqwen38b":{"w":6,"l":0,"t":0},"pacllmgemma34b":{"w":17,"l":1,"t":0},"pacfoulplay":{"w":21,"l":56,"t":0},"pacgcogs":{"w":40,"l":23,"t":0},"pacpcgemma34b":{"w":19,"l":1,"t":0},"packaban":{"w":5,"l":0,"t":0},"pacllmgem25fl":{"w":23,"l":0,"t":0},"pacpcllama318b":{"w":5,"l":0,"t":0},"pacpcqwen34b":{"w":7,"l":0,"t":0},"pacedtesting":{"w":15,"l":9,"t":0},"pacsrsk1729":{"w":21,"l":4,"t":0},"pacllmqwen34b":{"w":10,"l":1,"t":0},"pachida":{"w":10,"l":0,"t":0},"pacash":{"w":12,"l":20,"t":0},"pacpiploop":{"w":21,"l":19,"t":0},"pacpcl":{"w":2,"l":1,"t":0},"pacini":{"w":1,"l":0,"t":0},"pacaugust":{"w":6,"l":0,"t":0},"pacmmkadabra9":{"w":8,"l":21,"t":0},"pacvibepoking":{"w":1,"l":0,"t":0},"pacsphealbowl":{"w":2,"l":0,"t":0},"pacexp05":{"w":23,"l":36,"t":0},"pachypercursed":{"w":7,"l":1,"t":0},"pacmetahorns":{"w":24,"l":8,"t":0},"pacporygon2ai":{"w":15,"l":12,"t":0},"pacashk":{"w":2,"l":0,"t":0}}
1711.9783119146562	PAC-MM-AlakazamVar	3768	2998	0	1755.8	23	72.79	6766	Mon Oct 27 2025 03:58:09 GMT+0000 (Coordinated Universal Time)	{"pacmmalakazam":{"w":364,"l":305,"t":0},"pacbhkaizo9":{"w":51,"l":4,"t":0},"pacmmmystery":{"w":194,"l":418,"t":0},"pacmmminikazam":{"w":121,"l":35,"t":0},"pacmmkadabra":{"w":342,"l":185,"t":0},"pacbhsswitch9":{"w":62,"l":4,"t":0},"pacmmsmallg9v29":{"w":281,"l":102,"t":0},"pacmmalakazam9":{"w":260,"l":396,"t":0},"pacmmwildcard":{"w":219,"l":423,"t":0},"pacpcmaxpower":{"w":22,"l":1,"t":0},"pacpaagent":{"w":174,"l":168,"t":0},"pacbhgrunt9":{"w":47,"l":8,"t":0},"pacpcqwen38b":{"w":14,"l":0,"t":0},"pacbhgymleader9":{"w":38,"l":2,"t":0},"pacbhpokeenv9":{"w":43,"l":4,"t":0},"pacmmsmallrlg9":{"w":179,"l":63,"t":0},"pacmmabra":{"w":238,"l":88,"t":0},"pacllmgem25fl":{"w":30,"l":1,"t":0},"pacllmgptoss":{"w":9,"l":0,"t":0},"pacllmgemma31b":{"w":9,"l":1,"t":0},"pacq":{"w":217,"l":218,"t":0},"pacllmgemma34b":{"w":13,"l":2,"t":0},"pacpcpokellmon":{"w":24,"l":0,"t":0},"pacpcllama318b":{"w":10,"l":0,"t":0},"pacmmvariety":{"w":348,"l":319,"t":0},"pacpcabyssal":{"w":44,"l":3,"t":0},"pacpcdc":{"w":43,"l":2,"t":0},"pacllmqwen38b":{"w":10,"l":1,"t":0},"pacpcqwen34b":{"w":5,"l":0,"t":0},"pacllmllama318b":{"w":31,"l":0,"t":0},"pacllmgemma312b":{"w":21,"l":0,"t":0},"pacllmgem25f":{"w":10,"l":2,"t":0},"pacpcgemma34b":{"w":15,"l":0,"t":0},"pacfoulplay":{"w":22,"l":88,"t":0},"pacllmqwen314b":{"w":11,"l":3,"t":0},"pacgcogs":{"w":43,"l":15,"t":0},"pacbhg1boss9":{"w":20,"l":0,"t":0},"packaban":{"w":6,"l":2,"t":0},"pacpcgemma31b":{"w":9,"l":0,"t":0},"pacvibepoking":{"w":5,"l":0,"t":0},"pacllmqwen34b":{"w":10,"l":0,"t":0},"pacedtesting":{"w":13,"l":13,"t":0},"pacsrsk1729":{"w":9,"l":5,"t":0},"pacini":{"w":4,"l":0,"t":0},"pachida":{"w":6,"l":2,"t":0},"pacash":{"w":13,"l":16,"t":0},"pacpiploop":{"w":18,"l":21,"t":0},"pacaugust":{"w":3,"l":2,"t":0},"pacgradient":{"w":1,"l":0,"t":0},"pacmmkadabra9":{"w":5,"l":21,"t":0},"pacexp05":{"w":25,"l":35,"t":0},"pacpcl":{"w":3,"l":1,"t":0},"pacashk":{"w":3,"l":0,"t":0},"pacsphealbowl":{"w":4,"l":0,"t":0},"pachypercursed":{"w":11,"l":0,"t":0},"pacmetahorns":{"w":17,"l":6,"t":0},"pacporygon2ai":{"w":19,"l":13,"t":0}}
1680.6004742610671	PAC-ED-Testing	181	117	0	1797.7	23	75.86	298	Wed Oct 22 2025 09:26:14 GMT+0000 (Coordinated Universal Time)	{"pacllmgemma34b":{"w":3,"l":0,"t":0},"pacllmqwen314b":{"w":1,"l":0,"t":0},"pacbhgymleader9":{"w":3,"l":0,"t":0},"pacllmqwen34b":{"w":1,"l":0,"t":0},"pacbhsswitch9":{"w":1,"l":0,"t":0},"pacllmgptoss":{"w":3,"l":0,"t":0},"pacpcpokellmon":{"w":2,"l":0,"t":0},"pacbhkaizo9":{"w":3,"l":0,"t":0},"pacpcabyssal":{"w":2,"l":0,"t":0},"pacbhg1boss9":{"w":3,"l":0,"t":0},"pacpcdc":{"w":3,"l":0,"t":0},"pacmmalakazam":{"w":16,"l":13,"t":0},"pacmmkadabra":{"w":7,"l":6,"t":0},"pacmmwildcard":{"w":8,"l":16,"t":0},"pacmmmystery":{"w":4,"l":8,"t":0},"pacmmsmallrlg9":{"w":10,"l":4,"t":0},"pacmmminikazam":{"w":7,"l":0,"t":0},"pacmmabra":{"w":20,"l":2,"t":0},"pacpcllama318b":{"w":1,"l":0,"t":0},"pacmmsmallg9v29":{"w":14,"l":2,"t":0},"pacbhgrunt9":{"w":1,"l":0,"t":0},"pacfoulplay":{"w":1,"l":3,"t":0},"pacq":{"w":19,"l":24,"t":0},"pacmmvariety":{"w":9,"l":15,"t":0},"pacmmalakazamvar":{"w":13,"l":13,"t":0},"pacmmalakazam9":{"w":14,"l":7,"t":0},"pacllmgem25fl":{"w":1,"l":0,"t":0},"pacpcqwen38b":{"w":1,"l":0,"t":0},"pacpcgemma31b":{"w":1,"l":0,"t":0},"pacpcmaxpower":{"w":2,"l":0,"t":0},"pacpaagent":{"w":7,"l":4,"t":0}}
1664.3317171500476	PAC-Porygon2AI	261	229	0	1667.8	23	65.6	490	Mon Oct 27 2025 03:55:59 GMT+0000 (Coordinated Universal Time)	{"pacpcqwen38b":{"w":1,"l":0,"t":0},"pacpcdc":{"w":6,"l":1,"t":0},"pacllmqwen34b":{"w":1,"l":0,"t":0},"pacmmabra":{"w":10,"l":14,"t":0},"pacllmgemma31b":{"w":5,"l":0,"t":0},"pacllmllama318b":{"w":3,"l":1,"t":0},"pacpcmaxpower":{"w":4,"l":1,"t":0},"pacllmgptoss":{"w":1,"l":1,"t":0},"pacpcpokellmon":{"w":3,"l":2,"t":0},"pacllmgemma34b":{"w":2,"l":1,"t":0},"pacpcabyssal":{"w":9,"l":4,"t":0},"pacmmsmallrlg9":{"w":13,"l":8,"t":0},"pacmmminikazam":{"w":6,"l":9,"t":0},"pacmmkadabra":{"w":13,"l":12,"t":0},"pacllmqwen38b":{"w":1,"l":0,"t":0},"pacbhg1boss9":{"w":4,"l":0,"t":0},"pacmmalakazamvar":{"w":13,"l":19,"t":0},"pacpcgemma31b":{"w":3,"l":0,"t":0},"pacash":{"w":1,"l":6,"t":0},"pacbhsswitch9":{"w":4,"l":3,"t":0},"pacmmvariety":{"w":12,"l":15,"t":0},"pacbhkaizo9":{"w":10,"l":4,"t":0},"pacsphealbowl":{"w":3,"l":0,"t":0},"pacbhgrunt9":{"w":2,"l":2,"t":0},"pacashk":{"w":3,"l":1,"t":0},"pacllmqwen314b":{"w":0,"l":1,"t":0},"pacllmgem25f":{"w":2,"l":0,"t":0},"pacbhgymleader9":{"w":3,"l":1,"t":0},"pacpcgemma34b":{"w":3,"l":0,"t":0},"pacllmgem25fl":{"w":5,"l":1,"t":0},"pacllmgemma312b":{"w":2,"l":3,"t":0},"pacpcllama318b":{"w":1,"l":0,"t":0},"pacgcogs":{"w":35,"l":24,"t":0},"pacmmsmallg9v29":{"w":11,"l":7,"t":0},"pacbhpokeenv9":{"w":6,"l":0,"t":0},"pacmmalakazam9":{"w":7,"l":10,"t":0},"pacmmwildcard":{"w":4,"l":13,"t":0},"pacpcl":{"w":0,"l":1,"t":0},"pacmmalakazam":{"w":19,"l":13,"t":0},"pacmmmystery":{"w":10,"l":15,"t":0},"pacpaagent":{"w":10,"l":24,"t":0},"pacpiploop":{"w":9,"l":8,"t":0},"pacexp05":{"w":1,"l":4,"t":0}}
1660.9592451778133	PAC-MM-Alakazam	3626	3133	1	1715.5	23	69.61	6760	Mon Oct 27 2025 03:59:28 GMT+0000 (Coordinated Universal Time)	{"pacmmalakazamvar":{"w":305,"l":364,"t":0},"pacmmsmallg9v29":{"w":309,"l":121,"t":0},"pacbhgrunt9":{"w":62,"l":4,"t":0},"pacmmmystery":{"w":152,"l":362,"t":0},"pacmmabra":{"w":262,"l":114,"t":1},"pacbhpokeenv9":{"w":63,"l":8,"t":0},"pacpcgemma31b":{"w":17,"l":0,"t":0},"pacmmsmallrlg9":{"w":190,"l":67,"t":0},"pacpcmaxpower":{"w":28,"l":0,"t":0},"pacmmkadabra":{"w":344,"l":229,"t":0},"pacbhkaizo9":{"w":36,"l":7,"t":0},"pacbhgymleader9":{"w":36,"l":2,"t":0},"pacbhg1boss9":{"w":24,"l":1,"t":0},"pacpcabyssal":{"w":60,"l":0,"t":0},"pacmmwildcard":{"w":176,"l":406,"t":0},"pacq":{"w":218,"l":227,"t":0},"pacllmgemma312b":{"w":25,"l":0,"t":0},"pacpcpokellmon":{"w":19,"l":2,"t":0},"pacmmalakazam9":{"w":186,"l":395,"t":0},"pacpaagent":{"w":173,"l":168,"t":0},"pacllmgemma31b":{"w":15,"l":1,"t":0},"pacllmgem25fl":{"w":24,"l":1,"t":0},"pacpcgemma34b":{"w":15,"l":1,"t":0},"pacpcdc":{"w":32,"l":0,"t":0},"pacpcqwen38b":{"w":11,"l":1,"t":0},"pacmmminikazam":{"w":172,"l":36,"t":0},"pacmmvariety":{"w":295,"l":366,"t":0},"pacllmllama318b":{"w":24,"l":4,"t":0},"pacllmgemma34b":{"w":30,"l":1,"t":0},"pacllmqwen38b":{"w":10,"l":0,"t":0},"pacpcqwen34b":{"w":9,"l":0,"t":0},"pacfoulplay":{"w":14,"l":59,"t":0},"pacbhsswitch9":{"w":72,"l":6,"t":0},"pacllmgptoss":{"w":15,"l":0,"t":0},"pacllmqwen34b":{"w":12,"l":0,"t":0},"pacgcogs":{"w":51,"l":25,"t":0},"pacllmqwen314b":{"w":9,"l":0,"t":0},"packaban":{"w":6,"l":0,"t":0},"pacllmgem25f":{"w":7,"l":1,"t":0},"pacpcl":{"w":4,"l":0,"t":0},"pacedtesting":{"w":13,"l":16,"t":0},"pacsrsk1729":{"w":9,"l":12,"t":0},"pachida":{"w":8,"l":3,"t":0},"pacpcllama318b":{"w":6,"l":1,"t":0},"pacash":{"w":10,"l":19,"t":0},"pacini":{"w":3,"l":0,"t":0},"pacpiploop":{"w":8,"l":21,"t":0},"pachypercursed":{"w":11,"l":2,"t":0},"pacmmkadabra9":{"w":11,"l":24,"t":0},"pacvibepoking":{"w":2,"l":0,"t":0},"pacsphealbowl":{"w":2,"l":0,"t":0},"pacashk":{"w":1,"l":0,"t":0},"pacmetahorns":{"w":6,"l":11,"t":0},"pacexp05":{"w":11,"l":26,"t":0},"pacporygon2ai":{"w":13,"l":19,"t":0}}
1635.471150315225	PAC-MM-Kadabra	3144	3088	1	1659.6	23	64.88	6233	Mon Oct 27 2025 03:57:12 GMT+0000 (Coordinated Universal Time)	{"pacbhsswitch9":{"w":78,"l":8,"t":0},"pacmmsmallrlg9":{"w":261,"l":100,"t":0},"pacmmminikazam":{"w":182,"l":66,"t":0},"pacpaagent":{"w":99,"l":144,"t":0},"pacmmwildcard":{"w":86,"l":282,"t":0},"pacmmsmallg9v29":{"w":328,"l":194,"t":0},"pacbhkaizo9":{"w":59,"l":8,"t":0},"pacmmabra":{"w":294,"l":191,"t":0},"pacbhgrunt9":{"w":78,"l":11,"t":0},"pacmmvariety":{"w":203,"l":319,"t":0},"pacmmalakazamvar":{"w":185,"l":342,"t":0},"pacmmalakazam9":{"w":95,"l":311,"t":1},"pacpcmaxpower":{"w":31,"l":2,"t":0},"pacpcabyssal":{"w":77,"l":4,"t":0},"pacmmmystery":{"w":63,"l":291,"t":0},"pacbhgymleader9":{"w":54,"l":1,"t":0},"pacllmgemma34b":{"w":24,"l":0,"t":0},"pacpcdc":{"w":43,"l":1,"t":0},"pacmmalakazam":{"w":229,"l":344,"t":0},"pacbhg1boss9":{"w":29,"l":0,"t":0},"pacllmgptoss":{"w":11,"l":0,"t":0},"pacvibepoking":{"w":3,"l":1,"t":0},"pacq":{"w":138,"l":251,"t":0},"pacllmqwen38b":{"w":12,"l":0,"t":0},"pacbhpokeenv9":{"w":79,"l":12,"t":0},"pacpcllama318b":{"w":6,"l":0,"t":0},"pacpcgemma31b":{"w":20,"l":1,"t":0},"pacllmgemma31b":{"w":14,"l":0,"t":0},"pacllmgem25fl":{"w":30,"l":1,"t":0},"pacllmllama318b":{"w":21,"l":5,"t":0},"pacpcqwen38b":{"w":7,"l":1,"t":0},"pacpcpokellmon":{"w":32,"l":3,"t":0},"pacllmgemma312b":{"w":32,"l":1,"t":0},"pacllmqwen34b":{"w":10,"l":0,"t":0},"pacfoulplay":{"w":15,"l":46,"t":0},"pacpcgemma34b":{"w":15,"l":2,"t":0},"pacllmgem25f":{"w":12,"l":1,"t":0},"pacgcogs":{"w":36,"l":26,"t":0},"pacllmqwen314b":{"w":10,"l":1,"t":0},"packaban":{"w":4,"l":0,"t":0},"pacpcqwen34b":{"w":16,"l":0,"t":0},"pacedtesting":{"w":6,"l":7,"t":0},"pacsrsk1729":{"w":14,"l":12,"t":0},"pachida":{"w":8,"l":5,"t":0},"pacash":{"w":6,"l":10,"t":0},"pacmai":{"w":1,"l":0,"t":0},"pacini":{"w":1,"l":0,"t":0},"pacpiploop":{"w":15,"l":13,"t":0},"pacpcl":{"w":3,"l":1,"t":0},"pacaugust":{"w":2,"l":2,"t":0},"pachypercursed":{"w":20,"l":1,"t":0},"pacmmkadabra9":{"w":3,"l":14,"t":0},"pacexp05":{"w":10,"l":17,"t":0},"pacashk":{"w":5,"l":0,"t":0},"pacmetahorns":{"w":15,"l":22,"t":0},"pacporygon2ai":{"w":12,"l":13,"t":0},"pacsphealbowl":{"w":2,"l":0,"t":0}}
1608.9256676003351	PAC-MM-Abra	2471	2699	1	1625.1	23	61.8	5171	Mon Oct 27 2025 03:27:46 GMT+0000 (Coordinated Universal Time)	{"pacbhgymleader9":{"w":77,"l":13,"t":0},"pacmmalakazam9":{"w":28,"l":169,"t":0},"pacmmsmallg9v29":{"w":277,"l":249,"t":0},"pacmmkadabra":{"w":191,"l":294,"t":0},"pacbhgrunt9":{"w":107,"l":10,"t":0},"pacmmmystery":{"w":29,"l":171,"t":0},"pacmmsmallrlg9":{"w":225,"l":163,"t":0},"pacbhsswitch9":{"w":77,"l":9,"t":0},"pacmmminikazam":{"w":205,"l":122,"t":0},"pacmmalakazam":{"w":114,"l":262,"t":1},"pacmmwildcard":{"w":22,"l":171,"t":0},"pacpaagent":{"w":43,"l":125,"t":0},"pacllmgem25f":{"w":19,"l":2,"t":0},"pacpcqwen34b":{"w":6,"l":0,"t":0},"pacmmalakazamvar":{"w":88,"l":238,"t":0},"pacllmllama318b":{"w":40,"l":1,"t":0},"pacbhpokeenv9":{"w":101,"l":20,"t":0},"pacpcdc":{"w":62,"l":4,"t":0},"pacbhg1boss9":{"w":31,"l":2,"t":0},"pacpcabyssal":{"w":67,"l":14,"t":0},"pacbhkaizo9":{"w":66,"l":13,"t":0},"pacpcpokellmon":{"w":42,"l":2,"t":0},"pacllmgem25fl":{"w":44,"l":3,"t":0},"pacq":{"w":45,"l":158,"t":0},"pacpcmaxpower":{"w":33,"l":1,"t":0},"pacmmvariety":{"w":73,"l":246,"t":0},"pacllmgemma31b":{"w":21,"l":0,"t":0},"pacpcgemma34b":{"w":20,"l":4,"t":0},"pacpcllama318b":{"w":15,"l":0,"t":0},"pacllmqwen38b":{"w":16,"l":0,"t":0},"pacllmgemma312b":{"w":39,"l":1,"t":0},"pacllmqwen314b":{"w":24,"l":4,"t":0},"pacllmgptoss":{"w":13,"l":3,"t":0},"pacllmgemma34b":{"w":21,"l":1,"t":0},"pacfoulplay":{"w":2,"l":23,"t":0},"pacllmqwen34b":{"w":13,"l":1,"t":0},"pacpcgemma31b":{"w":21,"l":3,"t":0},"pacpcqwen38b":{"w":7,"l":0,"t":0},"packaban":{"w":4,"l":6,"t":0},"pacgcogs":{"w":38,"l":46,"t":0},"pacedtesting":{"w":2,"l":20,"t":0},"pacsrsk1729":{"w":5,"l":18,"t":0},"pachida":{"w":17,"l":8,"t":0},"pacpcl":{"w":10,"l":1,"t":0},"pacash":{"w":6,"l":13,"t":0},"pacpiploop":{"w":4,"l":16,"t":0},"pacaugust":{"w":5,"l":2,"t":0},"pacvibepoking":{"w":4,"l":0,"t":0},"pachypercursed":{"w":19,"l":8,"t":0},"pacmmkadabra9":{"w":1,"l":11,"t":0},"pacexp05":{"w":7,"l":20,"t":0},"pacsphealbowl":{"w":1,"l":0,"t":0},"pacashk":{"w":4,"l":1,"t":0},"pacmetahorns":{"w":6,"l":17,"t":0},"pacporygon2ai":{"w":14,"l":10,"t":0}}
1574.5204455910564	PAC-MM-SmallG9v2-9	2643	2872	0	1605.9	23	60.05	5515	Mon Oct 27 2025 03:57:51 GMT+0000 (Coordinated Universal Time)	{"pacpaagent":{"w":39,"l":124,"t":0},"pacmmalakazam9":{"w":43,"l":171,"t":0},"pacmmminikazam":{"w":217,"l":123,"t":0},"pacbhg1boss9":{"w":41,"l":1,"t":0},"pacmmabra":{"w":249,"l":277,"t":0},"pacmmkadabra":{"w":194,"l":328,"t":0},"pacbhkaizo9":{"w":78,"l":14,"t":0},"pacmmvariety":{"w":95,"l":260,"t":0},"pacmmalakazam":{"w":121,"l":309,"t":0},"pacmmmystery":{"w":25,"l":179,"t":0},"pacmmalakazamvar":{"w":102,"l":281,"t":0},"pacmmsmallrlg9":{"w":241,"l":168,"t":0},"pacpcmaxpower":{"w":37,"l":2,"t":0},"pacbhsswitch9":{"w":104,"l":20,"t":0},"pacllmgemma34b":{"w":40,"l":1,"t":0},"pacmmwildcard":{"w":26,"l":179,"t":0},"pacpcllama318b":{"w":13,"l":4,"t":0},"pacllmqwen38b":{"w":7,"l":1,"t":0},"pacllmgemma312b":{"w":48,"l":4,"t":0},"pacbhgrunt9":{"w":115,"l":16,"t":0},"pacbhpokeenv9":{"w":116,"l":18,"t":0},"pacllmllama318b":{"w":36,"l":2,"t":0},"pacbhgymleader9":{"w":56,"l":7,"t":0},"pacpcabyssal":{"w":78,"l":10,"t":0},"pacllmgem25f":{"w":16,"l":2,"t":0},"pacpcqwen34b":{"w":21,"l":0,"t":0},"pacpcgemma34b":{"w":36,"l":6,"t":0},"pacllmgemma31b":{"w":23,"l":0,"t":0},"pacq":{"w":64,"l":145,"t":0},"pacllmgem25fl":{"w":40,"l":8,"t":0},"pacllmgptoss":{"w":18,"l":1,"t":0},"pacpcgemma31b":{"w":23,"l":2,"t":0},"pacllmqwen314b":{"w":12,"l":2,"t":0},"pacpcdc":{"w":65,"l":5,"t":0},"pacpcpokellmon":{"w":36,"l":1,"t":0},"pacllmqwen34b":{"w":8,"l":2,"t":0},"pacpcqwen38b":{"w":15,"l":2,"t":0},"pacfoulplay":{"w":5,"l":34,"t":0},"pacgcogs":{"w":30,"l":33,"t":0},"packaban":{"w":7,"l":3,"t":0},"pachida":{"w":17,"l":11,"t":0},"pacedtesting":{"w":2,"l":14,"t":0},"pacsrsk1729":{"w":5,"l":10,"t":0},"pacini":{"w":4,"l":0,"t":0},"pacash":{"w":6,"l":11,"t":0},"pacpcl":{"w":11,"l":1,"t":0},"pacpiploop":{"w":2,"l":18,"t":0},"pacaugust":{"w":7,"l":1,"t":0},"pachypercursed":{"w":17,"l":2,"t":0},"pacmmkadabra9":{"w":2,"l":10,"t":0},"pacvibepoking":{"w":2,"l":0,"t":0},"pacexp05":{"w":10,"l":20,"t":0},"pacashk":{"w":6,"l":0,"t":0},"pacmetahorns":{"w":4,"l":18,"t":0},"pacsphealbowl":{"w":1,"l":0,"t":0},"pacporygon2ai":{"w":7,"l":11,"t":0}}
